Id,Name,Address,City,State,ZIP,Phone,Type
719785468959,RUSHVILLE HEALTH CENTER,2 RUBIN DRIVE,RUSHVILLE,NY,145449681,5855544400,00-04
828716869755,THROGGS NECK WALK IN MEDICAL CARE,3594 E TREMONT AVE,BRONX,NY,104615707,7185975800,12-70
677823349202,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,104612723,7189310600,00-09
619728243517,CALVARY HOSPITAL INC,1740 EASTCHESTER RD,BRONX,NY,104612300,7185182465,00-08
597616340189,NASSAU HEALTH CARE CORPORATION,2201 HEMPSTEAD TPKE,EAST MEADOW,NY,115541859,5165726131,00-09
799555773538,PARK AMBULATORY MEDICAL SERVICES PLLC,743 WARWICK ST,HEMPSTEAD,NY,115508116,6462390967,12-70
783462117514,NASSAU HEALTH CARE CORPORATION,2201 HEMPSTEAD TPKE,EAST MEADOW,NY,115541859,5165726131,00-09
460808742189,DAMIAN FAMILY CARE CENTERS  INC.,11711 MYRTLE AVE,RICHMOND HILL,NY,114181751,7188479233,00-04
359318413515,JAMAICA HOSPITAL,8900 VAN WYCK EXPY,JAMAICA,NY,114182832,7182066000,00-09
304469228221,ALLMED URGENT CARE PC,11520 LIBERTY AVE,SOUTH RICHMOND HILL,NY,114191902,6468249344,12-70
415001409505,JAMAICA HOSPITAL,8900 VAN WYCK EXPY,JAMAICA,NY,114182832,7182066000,00-09
218186849296,ANTHONY L. JORDAN HEALTH CORPORATION,151 PARSELLS AVE,ROCHESTER,NY,146095118,5854547530,00-04
716013965081,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE,ROCHESTER,NY,146213001,5859224000,00-09
683997572670,UR MEDICINE HOME CARE  CERTIFIED SERVICES  INC,2180 EMPIRE BOULEVARD,WEBSTER,NY,145802028,5857872233,00-06
887694308856,UR MEDICINE HOSPICE,2180 EMPIRE BOULEVARD,WEBSTER,NY,145802029,5857878315,00-08
754155489042,GOAL FAMILY MEDICAL PC,5 SUNRISE PLZ STE 103,VALLEY STREAM,NY,115806130,5167587339,12-70
500095883998,SOUTH NASSAU COMMUNITIES HOSPITAL,1 HEALTHY WAY,VALLEY STREAM,NY,115805443,5166323000,00-09
670980284769,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,VALLEY STREAM,NY,115802145,5162566700,00-18
151882370385,HEWLETT URGENT CARE PLLC,1220 PENINSULA BLVD,HEWLETT,NY,115571224,5168584410,12-70
719427207262,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER  INC,101 HOSPITAL RD,PATCHOGUE,NY,117724870,6316547100,12-Z1
144356629640,HEALTH EDGE MEDICAL CARE PLLC,504 MEDFORD AVE,PATCHOGUE,NY,117721321,6314754646,12-70
341957946535,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER  INC,101 HOSPITAL ROAD,EAST PATCHOGUE,NY,117724870,6316547760,00-09
536779736583,PATCHOGUE URGENT CARE PC,152 N OCEAN AVE,PATCHOGUE,NY,117722004,6317301189,12-70
744922552376,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER  INC,105 WEST MAIN STREET,PATCHOGUE,NY,117723003,6316872960,00-08
633810498604,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,112374512,7189637272,00-09
412175465254,OPTIMUM PRIMARY CARE MEDICAL PC,311 ST. NICHOLAS AVENUE,RIDGEWOOD,NY,113852296,7187665150,12-70
447094560044,SINDEE GERSTEIN FAMILY NURSE PRACTITIONER PLLC,13105 MAIN RD,MATTITUCK,NY,119523214,6315009333,12-70
452791667415,SOUTH SHORE UNIVERSITY HOSPITAL,301 E MAIN ST,RIVERHEAD,NY,119012154,6319683001,00-09
755926783829,PECONIC LANDING AT SOUTHOLD INC,1500 BRECKNOCK RD,GREENPORT,NY,119443117,6314773800,00-18
428514431542,DAMIAN FAMILY CARE CENTERS  INC.,219 E 121ST ST,NEW YORK,NY,100353018,2129875133,00-04
789556887279,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE & 16TH STREET,NEW YORK,NY,100033105,2122563027,00-09
952422477812,NEWTONVILLE PEDIATRICS & INTERNAL MEDICINE,564 NEW LOUDON RD,LATHAM,NY,12110,5187831445,12-70
704199263334,AG URGENT CARE PC,1349 BROADWAY,NEW YORK,NY,100401069,7189752270,12-70
549699140370,RICHMOND MEDICAL HEALTH CARE P.C.,2691 HYLAN BLVD,STATEN ISLAND,NY,103063427,7183511221,12-70
157440983275,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVE,STATEN ISLAND,NY,103053436,7182264502,00-09
608148100302,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVE,STATEN ISLAND,NY,103093932,7182264502,00-09
822609645170,STATEN ISLAND UNIVERSITY  HOSPITAL UNIV HOSPICE,78 MEISNER AVENUE,STATEN ISLAND,NY,103061234,7182266450,00-08
661988222436,EGER HEALTH CARE AND REHABILITATION CENTER,140 MEISNER AVE,STATEN ISLAND,NY,103061236,7189893021,00-18
976501115152,NOOR MEDICAL CARE PLLC,1036 COMMACK RD,DIX HILLS,NY,117468210,6319407017,12-70
831780915168,PILGRIM PSYCHIATRIC CENTER,998 CROOKED HILL ROAD,WEST BRENTWOOD,NY,117171019,6317613500,00-09
188898702599,URGENT HEALTH MEDICAL CARE PC,981 HAMPSHIRE RD,BAY SHORE,NY,117067627,6312457425,12-70
803945512438,THE ROSALIND AND JOSEPH GURWIN JEWISH GERIATRIC CENTER OF LONG ISLAND,68 HAUPPAUGE RD,COMMACK,NY,117254403,6317152600,00-06
797601978483,FAMILY & CHILDREN'S SERVICE OF THE CAPITAL REGION INC.,650 WARREN STREET,ALBANY,NY,122082998,5184626531,12-70
986741481827,ST PETERS HOSPITAL OF THE CITY OF ALBANY,315 S MANNING BLVD,SLINGERLANDS,NY,121599222,5185251550,00-09
607434420579,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,VERONA,NY,134783426,3153636000,00-09
640344610866,NORTHERN OSWEGO COUNTY HEALTH SERVICES  INC.,640 COUNTY ROUTE 22,PARISH,NY,131313182,3156255210,00-04
367522536039,CLIFTON-FINE HEALTH CARE CORPORATION,1014 OSWEGATCHIE TRAIL RD,STAR LAKE,NY,136903143,3158483351,00-09
935119137536,ST. JOSEPH'S HOSPITAL YONKERS,127 S BROADWAY,YONKERS,NY,107014080,9143787000,00-09
813751652756,SANS SOUCI REHABILITATION AND NURSING CENTER,115 PARK AVENUE,YONKERS,NY,107032903,9144239800,00-18
415250742073,MARK SANDIGURSKY INTERNAL MEDICINE  PLLC,875 YONKERS AVE,YONKERS,NY,107043019,9142370959,12-70
820856424502,CARE FOR THE HOMELESS,190 WILLOW AVE,BRONX,NY,104543518,7186659123,00-04
440221119330,ELMHURST CARE CENTER INC,100 17  23RD AVENUE,EAST ELMHURST,NY,113691305,7182058100,00-18
940090231822,MEDRITE MEDICAL CARE PC,919 2ND AVE,WEST HAVERSTRAW,NY,109931047,7189160348,12-70
865987483396,Franklin Delano Roosevelt Campus of the VA Hudson Valley Health Care System (Montrose),2094 Albany Post Rd.,Montrose,NY,10548,914-737-4400,
419261454989,RYAN-CHELSEA CLINTON COMMUNITY HEALTH CENTER,645 10TH AVE,NEW YORK,NY,100362904,2122654500,00-04
842685350752,FAMILY PLANNING OF SOUTH CENTRAL NEW YORK INC,37 DIETZ ST,WALTON,NY,138561218,6074322252,12-70
775607104974,DELAWARE VALLEY HOSPITAL INC,1 TITUS PL,WALTON,NY,138561457,6078652100,00-09
908998167016,UNITED HEALTH SERVICES HOSPITALS  INC,10-42 MITCHELL AVENUE,WINDSOR,NY,138654126,6077636000,00-09
800649896994,GARNET HEALTH URGENT CARE PC,707 E MAIN ST,MONTICELLO,NY,127013210,8453337575,12-70
634034444552,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,105503004,9146648000,00-09
412434785919,PLAZA MEDICAL CARE PC,5 PENN PLZ,NEW YORK,NY,100011821,3474602255,12-70
560308291050,APPLE MED URGENT CARE  PC,504 GRAMATAN AVE,MOUNT VERNON,NY,105523009,9146681600,12-70
612997831360,JAMAICA ACQUISITION III LLC,3155 GRACE AVE,BRONX,NY,104693134,7182913500,00-06
179005984820,PRIMARY CARE INTERNAL MEDICINE OF ITHACA PLLC,217 N AURORA ST,ITHACA,NY,148504345,6072732811,12-70
518928782630,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DR,ITHACA,NY,148501383,6072744443,00-09
741673412882,UNION SQUARE URGENT MEDICAL CARE PC,110 W 14TH ST,NEW YORK,NY,100117303,7189395900,12-70
961132679311,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DR,ITHACA,NY,148501383,6072744443,00-09
405634589718,COLLEGE POINT WELLNESS  LCSW  P.C.,1814 COLLEGE POINT BLVD,COLLEGE POINT,NY,113562241,3478048277,12-70
515851701916,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,113731329,7183341141,00-09
856692957295,BRONX URGENT CARE PC,1733 E 174TH ST,BRONX,NY,104721801,7189942273,12-70
807204397663,REBEKAH CERTIFIED HOME HEALTH AGENCY,1040 HAVEMEYER AVENUE,BRONX,NY,104625382,7188636200,00-06
456693219438,LAJUAN BETHUNE BOOKER NP IN FAMILY HEALTH PC,24 KNIGHTS CIR,NEWBURGH,NY,125502422,9172737686,12-70
676396810447,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,125504851,8455614400,00-09
898079840383,EXCEL URGENT CARE OF FISHKILL PLLC,1004 MAIN ST,FISHKILL,NY,125243509,8455653700,12-70
436886829358,PREMIER INTERNAL MEDICINE ASSOCIATES PC,444 HUGUENOT AVENUE,STATEN ISLAND,NY,103121119,7189483474,12-70
451985940842,NYU LANGONE HOSPITALS,550 1ST AVE,STATEN ISLAND,NY,103101337,2122631481,00-09
503958991774,GOLDBERG URGENT CARE PHYSICIAN PLLC,2960 VICTORY BLVD,STATEN ISLAND,NY,103146605,8455653700,12-70
672832450345,FAIRMOUNT FAMILY MEDICINE LLC,5006 WEST GENESEE STREET,CAMILLUS,NY,130312326,3152342342,12-70
784500913680,ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,813 FAY ROAD,SYRACUSE,NY,132193009,3154882951,12-70
384862257297,INTERNAL MEDICINE OF ITHACA PC,2359 N TRIPHAMMER RD,ITHACA,NY,148501059,6072573452,12-70
360263747864,THE BROOKLYN HOSPITAL CENTER,121 DEKALB AVE,BROOKLYN,NY,112496620,7184883736,00-09
234390514977,COMPREHENSIVE DIGESTIVE AND LIVER MEDICAL CARE PC,55 GREENE AVE,BROOKLYN,NY,112386432,9174009426,12-70
868677451219,NEW YORK STATE PSYCHIATRIC INSTITUTE,722 W 168TH ST,NEW YORK,NY,100321098,2125435000,00-09
326346213211,ACADEMY MEDICAL CARE PC,571 ACADEMY ST,NEW YORK,NY,100345105,2125670550,12-70
391200155952,FORDHAM NURSING AND REHABILITATION CENTER,2678 KINGSBRIDGE TERRACE,BRONX,NY,104637471,7187965800,00-18
207497455116,FIELDSTON LODGE CARE CENTER,666 KAPPOCK ST,BRONX,NY,104637704,9175491203,00-18
801356639235,ENLOE MEDICAL CENTER,1600 ESPLANADE,NEW YORK,NY,100165496,5303327300,12-70
442545831267,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,104672410,7189185000,00-09
417559486517,NASSAU SUFFOLK MEDICAL CARE PC,807 S OYSTER BAY RD,BETHPAGE,NY,117141030,5166228888,12-70
142089228997,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TPKE,BETHPAGE,NY,117145713,5165796000,00-09
266448930940,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,378 SYOSSET WOODBURY ROAD,WOODBURY,NY,117971200,5169213900,00-18
881306218135,HEALTH52 FAMILY HEALTH NP PLLC,951 PHYLLIS DR,BALDWIN,NY,115105047,5165440758,12-70
381547464390,SOUTH NASSAU COMMUNITIES HOSPITAL,1 HEALTHY WAY,OCEANSIDE,NY,115721551,5166323000,00-09
909348855214,ALL FAMILY MEDICINE PC,365 BROADWAY,AMITYVILLE,NY,117012716,5165907210,12-70
989107534398,BRUNSWICK PSYCH CENTER,81 LOUDEN AVE,AMITYVILLE,NY,117012736,6317897225,00-09
253080236407,NORTH SHORE LIJ MEDICAL GROUP URGENT MEDICAL CARE  P.C,145 COMMUNITY DR,MASSAPEQUA PARK,NY,117623728,6503877575,12-70
952221219578,BELAIR CARE CENTER INC,2478 JERUSALEM AVE,NORTH BELLMORE,NY,117101827,5168261160,00-18
286147541917,THE FLOATING HOSPITAL INC,421 27TH AVE,LONG ISLAND CITY,NY,111024175,7187776311,00-04
873907793364,NYU LANGONE HOSPITALS,550 1ST AVE,NEW YORK,NY,100166402,2122631481,00-09
839467337271,PREFERRED HEALTH MEDICAL CARE PC,6902 AUSTIN ST FL 3,SOUTH HUNTINGTON,NY,117464522,7182631450,12-70
740555798783,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,197 HALF  HOLLOW ROAD,DIX HILLS,NY,117465861,6313701701,00-09
130061139329,VILLAGE FAMILY PRACTICE  PC,30 5TH AVE,NEW YORK,NY,10011,2124771750,12-70
833791477472,BIMC FACULTY PRACTICE,10 UNION SQ E,NEW YORK,NY,100033314,2128446852,12-Z1
448429391186,VILLAGECARE HOME CARE  (CLOSED),154 CHRISTOPHER STREET  2ND FLOOR,NEW YORK,NY,100142840,2124024501,00-06
103161510434,NORTHERN OSWEGO COUNTY HEALTH SERVICES  INC.,124 SALISBURY STREET,SANDY CREEK,NY,13145,3153873620,00-04
452375737067,OSWEGO HOSPITAL,110 W 6TH ST,PULASKI,NY,131421400,3153495511,00-09
649020979370,NORTH SUFFOLK MEDICAL CARE PC,4480 MIDDLE COUNTRY RD,CALVERTON,NY,119331185,6312083100,12-70
804969832844,EAST END URGENT & PRIMARY CARE MEDICINE PLLC,1228 E MAIN ST,RIVERHEAD,NY,119012675,6316033400,12-70
462328467608,FIRST CHOICE WALK-IN MEDICAL CARE P.C,21012 NORTHERN BLVD,GREENVALE,NY,115481005,7182292273,12-70
141218497071,GLEN COVE HOSPITAL,972 BRUSH HOLLOW RD,GLEN COVE,NY,115422254,5168766000,00-09
354668293732,BRONXCARE DR MARTIN LUTHER KING JR HEALTH CENTER,1690 BRYANT AVENUE,BRONX,NY,104605300,7189018600,00-04
981035877598,SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,3525 BAYCHESTER AVE,BRONX,NY,104665001,7187988900,00-18
830077212790,CALVARY HOSPITAL INC,1740 EASTCHESTER RD,BRONX,NY,104612300,7185182069,00-09
307924873251,THROGS NECK OPERATING CO LLC,707 THROGGS NECK EXPY,BRONX,NY,104652319,7184300003,00-18
730160240963,CARING FAMILY MEDICINE PLLC,225 MIDDLE COUNTRY RD,MIDDLE ISLAND,NY,119532553,6317758850,12-70
266501641265,MEDFORD MULTICARE CENTER FOR LIVING,3115 HORSEBLOCK ROAD,MEDFORD,NY,117632526,6317303000,00-18
676521710215,QUANTUM REHABILITATION AND NURSING LLC,63 OAKCREST AVE,MIDDLE ISLAND,NY,119531415,7189397500,00-18
351995382896,VXL MEDICAL CARE PC,8720 QUEENS BLVD,WOODSIDE,NY,113775776,7182809680,12-70
207545158937,BRIDGES URGENT CARE PLLC,61 E 86TH ST,SUNNYSIDE,NY,111041660,6467154080,12-70
510879319164,COMPLETE MEDICAL HEALTHCARE  PC,281 WHITE PLAINS RD,EASTCHESTER,NY,107094407,7193675900,12-70
301814342239,JILL P. ALTMAN  M.D.  P.C.,16 GUION PL,NEW ROCHELLE,NY,108015502,9146371197,12-Z1
747421143934,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,108015502,9146325000,00-09
415037623670,METRO COMMUNITY HEALTH CENTERS INC,921 E NEW YORK AVE,BROOKLYN,NY,112031301,7187788587,00-04
203655124735,Brooklyn Vet Center,25 Chapel St. Suite 604,Brooklyn,NY,11201,718-630-2830 Or 718-630-2830,
715336242970,BROOKLYN URGENT CARE OF MARINE PARK PLLC,144 E 98TH ST STE B,BROOKLYN,NY,112342811,3473785606,12-70
879658432574,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,112031822,7186045789,00-09
164932748051,ORIGIN PAIN MANAGEMENT AND MEDICAL CARE  PLLC,486 LINCOLN PL,BROOKLYN,NY,112386202,7184621100,12-70
813233237815,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST,506 6TH ST,BROOKLYN,NY,112153609,7187803000,00-09
